audio_id,speaker_id,protocol,split,role,embedding_path,embedding_dim,l2_norm,latency_ms
15725,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/15725.npy,192,1.00000000,813.147
8372,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/8372.npy,192,0.99999994,1200.153
16570,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/16570.npy,192,0.99999994,1700.324
8072,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/8072.npy,192,0.99999994,2050.703
13384,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/13384.npy,192,0.99999994,1248.854
4723,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/4723.npy,192,0.99999988,2177.814
10666,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/10666.npy,192,1.00000000,981.391
10924,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/10924.npy,192,1.00000000,514.933
12352,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/12352.npy,192,1.00000000,1133.690
12715,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/12715.npy,192,1.00000000,521.771
5666,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/5666.npy,192,1.00000000,3202.117
12533,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/12533.npy,192,1.00000000,759.819
4971,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/4971.npy,192,1.00000000,984.096
16929,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/16929.npy,192,0.99999994,1695.355
8788,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/8788.npy,192,1.00000000,1963.495
3701,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/3701.npy,192,0.99999994,974.062
8751,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/8751.npy,192,0.99999994,608.770
2140,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/2140.npy,192,0.99999988,3251.800
15294,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/15294.npy,192,1.00000000,1389.353
10293,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/10293.npy,192,1.00000000,1046.214
9736,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/9736.npy,192,0.99999994,908.652
708,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/708.npy,192,1.00000000,1010.012
15897,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/15897.npy,192,1.00000000,2317.257
6132,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/6132.npy,192,0.99999994,1150.319
2693,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/2693.npy,192,1.00000000,954.923
9425,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/9425.npy,192,0.99999994,1787.696
16840,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/16840.npy,192,1.00000000,660.072
11608,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/11608.npy,192,1.00000000,1456.834
2095,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/2095.npy,192,1.00000012,1688.073
5636,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/5636.npy,192,1.00000000,2019.579
15625,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/15625.npy,192,0.99999994,892.448
12108,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/12108.npy,192,0.99999994,1965.816
16161,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/16161.npy,192,1.00000000,1219.503
9725,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/9725.npy,192,1.00000000,1927.100
2520,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/2520.npy,192,0.99999994,2441.394
271,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/271.npy,192,0.99999994,2396.007
3973,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/3973.npy,192,1.00000000,4904.015
14593,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/14593.npy,192,1.00000000,2228.143
2879,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/2879.npy,192,0.99999994,3996.795
5113,exp_svm_spk_0009,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/5113.npy,192,0.99999994,1519.601
4317,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/4317.npy,192,1.00000000,1335.746
4942,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/4942.npy,192,1.00000000,4489.657
14868,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/14868.npy,192,1.00000000,946.031
7893,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/7893.npy,192,0.99999994,1830.352
1548,exp_svm_spk_0010,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_enrollment/1548.npy,192,1.00000000,4321.159
741,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_train/741.npy,192,0.99999994,838.625
5015,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_train/5015.npy,192,1.00000000,1198.406
12373,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_train/12373.npy,192,1.00000000,1199.202
8089,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_train/8089.npy,192,1.00000000,513.608
15812,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_train/15812.npy,192,1.00000000,2103.939
8729,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_train,SVM_EXPERIMENTAL,data/embeddings/v2/svm_closed_set/svm_closed_set_train/8729.npy,192,0.99999994,638.968
