audio_id,speaker_id,protocol,split,role,embedding_path,embedding_dim,l2_norm,latency_ms
15725,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/15725.npy,192,1.00000000,910.860
8372,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/8372.npy,192,0.99999994,807.571
16570,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/16570.npy,192,1.00000000,599.657
8072,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/8072.npy,192,1.00000000,573.828
13384,exp_svm_spk_0001,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/13384.npy,192,1.00000000,425.121
4723,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/4723.npy,192,1.00000000,483.362
10666,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/10666.npy,192,0.99999994,421.937
10924,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/10924.npy,192,1.00000000,336.434
12352,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/12352.npy,192,0.99999994,623.178
12715,exp_svm_spk_0002,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/12715.npy,192,1.00000000,367.251
5666,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/5666.npy,192,0.99999994,2258.442
12533,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/12533.npy,192,0.99999994,618.097
4971,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/4971.npy,192,0.99999994,519.233
16929,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/16929.npy,192,0.99999994,718.289
8788,exp_svm_spk_0003,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/8788.npy,192,1.00000000,1121.324
3701,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/3701.npy,192,1.00000000,390.580
8751,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/8751.npy,192,1.00000000,484.354
2140,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/2140.npy,192,1.00000000,680.783
15294,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/15294.npy,192,1.00000000,707.505
10293,exp_svm_spk_0004,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/10293.npy,192,1.00000000,589.285
9736,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/9736.npy,192,1.00000000,604.618
708,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/708.npy,192,1.00000000,570.789
15897,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/15897.npy,192,0.99999994,685.965
6132,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/6132.npy,192,1.00000000,728.453
2693,exp_svm_spk_0005,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/2693.npy,192,1.00000000,382.934
9425,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/9425.npy,192,1.00000000,694.595
16840,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/16840.npy,192,1.00000000,385.588
11608,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/11608.npy,192,0.99999994,545.024
2095,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/2095.npy,192,1.00000000,776.798
5636,exp_svm_spk_0006,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/5636.npy,192,0.99999988,775.014
15625,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/15625.npy,192,1.00000000,761.234
12108,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/12108.npy,192,1.00000000,935.194
16161,exp_svm_spk_0007,SVM_CLOSED_SET,svm_closed_set_enrollment,SVM_EXPERIMENTAL,data/embeddings/svm_closed_set/svm_closed_set_enrollment/16161.npy,192,1.00000000,817.075
