trial_id,enrollment_speaker_id,query_audio_path,query_speaker_id,label,score,accepted
trial_00000000,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,1,0.3891614124241009,False
trial_00000001,voxvi_spk_0283,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,0.2258071304024819,False
trial_00000002,voxvi_spk_0325,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,0.15776389337780372,False
trial_00000003,voxvi_spk_0316,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,0.09939700472775695,False
trial_00000004,voxvi_spk_0329,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,0.1992024851633093,False
trial_00000005,voxvi_spk_0321,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,0.12030752736999989,False
trial_00000006,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,1,0.4770004833730596,False
trial_00000007,voxvi_spk_0314,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.2673803321771917,False
trial_00000008,voxvi_spk_0302,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.41413566956775927,False
trial_00000009,voxvi_spk_0291,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.19023939744979018,False
trial_00000010,voxvi_spk_0289,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.2844500571817309,False
trial_00000011,voxvi_spk_0330,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.18939496924688576,False
trial_00000012,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_6dd4079a64606988da01.wav,voxvi_spk_0281,1,0.6286149215663022,True
