trial_id,enrollment_speaker_id,query_audio_path,query_speaker_id,label,score,accepted
trial_00000000,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,1,0.31611707395133515,False
trial_00000001,voxvi_spk_0283,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,0.09881444811047306,False
trial_00000002,voxvi_spk_0325,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,0.10560540446415673,False
trial_00000003,voxvi_spk_0316,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,-0.1204653977599463,False
trial_00000004,voxvi_spk_0329,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,-0.0052244348588478765,False
trial_00000005,voxvi_spk_0321,test/audio/voxvi_spk_0281/voxvi_03fa57cb2fc443efebbd.wav,voxvi_spk_0281,0,0.0686755542982653,False
trial_00000006,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,1,0.18026163315920357,False
trial_00000007,voxvi_spk_0314,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.197155358412339,False
trial_00000008,voxvi_spk_0302,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.26484951332924855,False
trial_00000009,voxvi_spk_0291,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.055013110843874884,False
trial_00000010,voxvi_spk_0289,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,0.014984051846848624,False
trial_00000011,voxvi_spk_0330,test/audio/voxvi_spk_0281/voxvi_39336ad4c5d80c83c293.wav,voxvi_spk_0281,0,-0.037855628612450266,False
trial_00000012,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_6dd4079a64606988da01.wav,voxvi_spk_0281,1,0.34102695593073384,False
trial_00000013,voxvi_spk_0313,test/audio/voxvi_spk_0281/voxvi_6dd4079a64606988da01.wav,voxvi_spk_0281,0,-0.014999340971745559,False
trial_00000014,voxvi_spk_0326,test/audio/voxvi_spk_0281/voxvi_6dd4079a64606988da01.wav,voxvi_spk_0281,0,-0.03569780209604026,False
trial_00000015,voxvi_spk_0285,test/audio/voxvi_spk_0281/voxvi_6dd4079a64606988da01.wav,voxvi_spk_0281,0,0.12085030666648905,False
trial_00000016,voxvi_spk_0289,test/audio/voxvi_spk_0281/voxvi_6dd4079a64606988da01.wav,voxvi_spk_0281,0,0.1301028659768232,False
trial_00000017,voxvi_spk_0323,test/audio/voxvi_spk_0281/voxvi_6dd4079a64606988da01.wav,voxvi_spk_0281,0,-0.03369731200883842,False
trial_00000018,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_763264e94b902a7f4885.wav,voxvi_spk_0281,1,-0.05318430697326963,False
trial_00000019,voxvi_spk_0297,test/audio/voxvi_spk_0281/voxvi_763264e94b902a7f4885.wav,voxvi_spk_0281,0,0.020367026294566853,False
trial_00000020,voxvi_spk_0311,test/audio/voxvi_spk_0281/voxvi_763264e94b902a7f4885.wav,voxvi_spk_0281,0,0.10626409661675315,False
trial_00000021,voxvi_spk_0288,test/audio/voxvi_spk_0281/voxvi_763264e94b902a7f4885.wav,voxvi_spk_0281,0,-0.060734904805722814,False
trial_00000022,voxvi_spk_0316,test/audio/voxvi_spk_0281/voxvi_763264e94b902a7f4885.wav,voxvi_spk_0281,0,0.09714084754356547,False
trial_00000023,voxvi_spk_0294,test/audio/voxvi_spk_0281/voxvi_763264e94b902a7f4885.wav,voxvi_spk_0281,0,0.16684209573401965,False
trial_00000024,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_96871cee625421416c5d.wav,voxvi_spk_0281,1,0.2582881064453072,False
trial_00000025,voxvi_spk_0299,test/audio/voxvi_spk_0281/voxvi_96871cee625421416c5d.wav,voxvi_spk_0281,0,-0.09657599579887219,False
trial_00000026,voxvi_spk_0317,test/audio/voxvi_spk_0281/voxvi_96871cee625421416c5d.wav,voxvi_spk_0281,0,-0.06453220188242112,False
trial_00000027,voxvi_spk_0285,test/audio/voxvi_spk_0281/voxvi_96871cee625421416c5d.wav,voxvi_spk_0281,0,-0.07895721353889831,False
trial_00000028,voxvi_spk_0291,test/audio/voxvi_spk_0281/voxvi_96871cee625421416c5d.wav,voxvi_spk_0281,0,-0.09037103646174224,False
trial_00000029,voxvi_spk_0308,test/audio/voxvi_spk_0281/voxvi_96871cee625421416c5d.wav,voxvi_spk_0281,0,-0.12618169559079292,False
trial_00000030,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_977dfa338c414a328723.wav,voxvi_spk_0281,1,0.5738892122641159,True
trial_00000031,voxvi_spk_0296,test/audio/voxvi_spk_0281/voxvi_977dfa338c414a328723.wav,voxvi_spk_0281,0,0.04874136841987575,False
trial_00000032,voxvi_spk_0283,test/audio/voxvi_spk_0281/voxvi_977dfa338c414a328723.wav,voxvi_spk_0281,0,0.07852429833407082,False
trial_00000033,voxvi_spk_0327,test/audio/voxvi_spk_0281/voxvi_977dfa338c414a328723.wav,voxvi_spk_0281,0,-0.027639063240796485,False
trial_00000034,voxvi_spk_0303,test/audio/voxvi_spk_0281/voxvi_977dfa338c414a328723.wav,voxvi_spk_0281,0,0.13064579313644353,False
trial_00000035,voxvi_spk_0287,test/audio/voxvi_spk_0281/voxvi_977dfa338c414a328723.wav,voxvi_spk_0281,0,-0.029027370060239994,False
trial_00000036,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_a4f9152a7825a1c2b743.wav,voxvi_spk_0281,1,0.3696265956202833,False
trial_00000037,voxvi_spk_0311,test/audio/voxvi_spk_0281/voxvi_a4f9152a7825a1c2b743.wav,voxvi_spk_0281,0,-0.0030395497499640795,False
trial_00000038,voxvi_spk_0325,test/audio/voxvi_spk_0281/voxvi_a4f9152a7825a1c2b743.wav,voxvi_spk_0281,0,-0.011111467247518082,False
trial_00000039,voxvi_spk_0289,test/audio/voxvi_spk_0281/voxvi_a4f9152a7825a1c2b743.wav,voxvi_spk_0281,0,-0.04129266138392166,False
trial_00000040,voxvi_spk_0302,test/audio/voxvi_spk_0281/voxvi_a4f9152a7825a1c2b743.wav,voxvi_spk_0281,0,0.2322241015841403,False
trial_00000041,voxvi_spk_0312,test/audio/voxvi_spk_0281/voxvi_a4f9152a7825a1c2b743.wav,voxvi_spk_0281,0,0.021041812232497528,False
trial_00000042,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_c7e7e65f762ded77a4e8.wav,voxvi_spk_0281,1,0.39146996955693647,False
trial_00000043,voxvi_spk_0319,test/audio/voxvi_spk_0281/voxvi_c7e7e65f762ded77a4e8.wav,voxvi_spk_0281,0,-0.006217567690290589,False
trial_00000044,voxvi_spk_0288,test/audio/voxvi_spk_0281/voxvi_c7e7e65f762ded77a4e8.wav,voxvi_spk_0281,0,0.12938823002592464,False
trial_00000045,voxvi_spk_0292,test/audio/voxvi_spk_0281/voxvi_c7e7e65f762ded77a4e8.wav,voxvi_spk_0281,0,0.0539064127926171,False
trial_00000046,voxvi_spk_0309,test/audio/voxvi_spk_0281/voxvi_c7e7e65f762ded77a4e8.wav,voxvi_spk_0281,0,-0.06012986902611756,False
trial_00000047,voxvi_spk_0329,test/audio/voxvi_spk_0281/voxvi_c7e7e65f762ded77a4e8.wav,voxvi_spk_0281,0,0.06257242620234328,False
trial_00000048,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_de7a8be7e86a1b859107.wav,voxvi_spk_0281,1,-0.10663634803841245,False
trial_00000049,voxvi_spk_0322,test/audio/voxvi_spk_0281/voxvi_de7a8be7e86a1b859107.wav,voxvi_spk_0281,0,-0.026270900904008507,False
trial_00000050,voxvi_spk_0304,test/audio/voxvi_spk_0281/voxvi_de7a8be7e86a1b859107.wav,voxvi_spk_0281,0,0.0030381305702699077,False
trial_00000051,voxvi_spk_0320,test/audio/voxvi_spk_0281/voxvi_de7a8be7e86a1b859107.wav,voxvi_spk_0281,0,0.035506898700588485,False
trial_00000052,voxvi_spk_0311,test/audio/voxvi_spk_0281/voxvi_de7a8be7e86a1b859107.wav,voxvi_spk_0281,0,0.12442901201481596,False
trial_00000053,voxvi_spk_0297,test/audio/voxvi_spk_0281/voxvi_de7a8be7e86a1b859107.wav,voxvi_spk_0281,0,-0.1502309538234845,False
trial_00000054,voxvi_spk_0281,test/audio/voxvi_spk_0281/voxvi_ef36a073074997973217.wav,voxvi_spk_0281,1,0.5141822844892944,True
trial_00000055,voxvi_spk_0292,test/audio/voxvi_spk_0281/voxvi_ef36a073074997973217.wav,voxvi_spk_0281,0,0.1639478413184155,False
trial_00000056,voxvi_spk_0315,test/audio/voxvi_spk_0281/voxvi_ef36a073074997973217.wav,voxvi_spk_0281,0,0.16525044029031152,False
trial_00000057,voxvi_spk_0291,test/audio/voxvi_spk_0281/voxvi_ef36a073074997973217.wav,voxvi_spk_0281,0,0.11219094906064817,False
trial_00000058,voxvi_spk_0324,test/audio/voxvi_spk_0281/voxvi_ef36a073074997973217.wav,voxvi_spk_0281,0,0.07335353687967948,False
trial_00000059,voxvi_spk_0325,test/audio/voxvi_spk_0281/voxvi_ef36a073074997973217.wav,voxvi_spk_0281,0,0.13766565435815034,False
trial_00000060,voxvi_spk_0282,test/audio/voxvi_spk_0282/voxvi_12cfc5cdc7d8faf10b5b.wav,voxvi_spk_0282,1,0.49392358262336966,True
trial_00000061,voxvi_spk_0303,test/audio/voxvi_spk_0282/voxvi_12cfc5cdc7d8faf10b5b.wav,voxvi_spk_0282,0,-0.0007235210419975994,False
trial_00000062,voxvi_spk_0296,test/audio/voxvi_spk_0282/voxvi_12cfc5cdc7d8faf10b5b.wav,voxvi_spk_0282,0,-0.022413754514485393,False
trial_00000063,voxvi_spk_0307,test/audio/voxvi_spk_0282/voxvi_12cfc5cdc7d8faf10b5b.wav,voxvi_spk_0282,0,0.15748067377283778,False
trial_00000064,voxvi_spk_0304,test/audio/voxvi_spk_0282/voxvi_12cfc5cdc7d8faf10b5b.wav,voxvi_spk_0282,0,0.02185186704834851,False
trial_00000065,voxvi_spk_0300,test/audio/voxvi_spk_0282/voxvi_12cfc5cdc7d8faf10b5b.wav,voxvi_spk_0282,0,0.13175066527981305,False
trial_00000066,voxvi_spk_0282,test/audio/voxvi_spk_0282/voxvi_39cbf70dd3a06a36e2fe.wav,voxvi_spk_0282,1,0.13084686936573733,False
trial_00000067,voxvi_spk_0292,test/audio/voxvi_spk_0282/voxvi_39cbf70dd3a06a36e2fe.wav,voxvi_spk_0282,0,0.3464318824578801,False
trial_00000068,voxvi_spk_0284,test/audio/voxvi_spk_0282/voxvi_39cbf70dd3a06a36e2fe.wav,voxvi_spk_0282,0,0.08420609726724892,False
trial_00000069,voxvi_spk_0325,test/audio/voxvi_spk_0282/voxvi_39cbf70dd3a06a36e2fe.wav,voxvi_spk_0282,0,0.2418835682263702,False
trial_00000070,voxvi_spk_0314,test/audio/voxvi_spk_0282/voxvi_39cbf70dd3a06a36e2fe.wav,voxvi_spk_0282,0,-0.06335948785133952,False
trial_00000071,voxvi_spk_0330,test/audio/voxvi_spk_0282/voxvi_39cbf70dd3a06a36e2fe.wav,voxvi_spk_0282,0,0.09411457024573586,False
trial_00000072,voxvi_spk_0282,test/audio/voxvi_spk_0282/voxvi_7089be1bb332e9744ca2.wav,voxvi_spk_0282,1,0.652493545183533,True
